Game,System,xCloud,Status,Added,Removed,Months,Release,Age,Metacritic,Genre (Giantbomb),ESRB
Dear Esther: Landmark Edition,PC,,Removed,Mar 2021,Aug 2021,5.10,Feb 2012,9.10,68,Adventure,
Mugsters,PC,,Removed,Mar 2021,Aug 2021,5.10,Jul 2018,2.67,75,Action / Puzzle / Platformer,
Nex Machina,PC,,Removed,Mar 2021,Aug 2021,5.10,Jun 2017,3.75,84,Shoot 'Em Up,
Overcooked: Gourmet Edition,PC,,Removed,Mar 2021,Aug 2021,5.10,Jun 2017,3.75,81,Shoot 'Em Up,
Renowned Explorers: International Society,PC,,Removed,Mar 2021,Aug 2021,5.10,Sep 2015,5.55,72,Strategy,
The Escapists,PC,,Removed,Mar 2021,Aug 2021,5.10,Feb 2015,6.10,71,Strategy / Simulation,
Madden NFL 19,Xbox / PC,,Removed,Nov 2020,Aug 2021,9.30,Aug 2018,2.26,81,Sports / Football,
Yoku's Island Express,PC,,Removed,Aug 2019,Aug 2021,24.20,May 2018,1.21,83,Pinball / Platformer,
Vampyr,PC,,Removed,Mar 2019,Aug 2021,28.80,Jun 2018,0.81,71,Action / Role-Playing,
Don't Starve: Giant Edition,Xbox / PC,Touch Controls,Removed,Aug 2020,Aug 2021,11.84,Sep 2014,5.97,75,Simulation,
Crossing Souls,PC,,Removed,Aug 2020,Aug 2021,11.84,Feb 2018,2.52,70,Action-Adventure,
Final Fantasy VII,Xbox / PC,,Removed,Aug 2020,Aug 2021,12.07,Jan 1997,23.55,92,Fantasy / Post-Apocalyptic,
Darksiders Genesis,Xbox / PC,Yes,Removed,Aug 2020,Aug 2021,12.30,Dec 2019,0.67,77,Role-Playing / Action-Adventure,
Train Sim World 2020,Xbox / PC,Yes,Removed,Mar 2020,Aug 2021,17.36,Jul 2018,1.62,76,Simulation,
Ape Out,PC,,Removed,Aug 2019,Aug 2021,23.80,Feb 2019,0.48,83,Action,
It Lurks Below,Xbox / PC,,Removed,Aug 2020,Jul 2021,11.80,May 2019,1.19,45,Action / Role-Playing,
UnderMine,Xbox / PC,Touch Controls,Removed,Aug 2020,Jul 2021,11.80,Aug 2019,0.96,80,Role-Playing / Action-Adventure,
The Touryst,Xbox / PC,Touch Controls,Removed,Jul 2020,Jul 2021,12.03,Nov 2019,0.69,79,Puzzle / Action-Adventure,
Endless Space 2: Deluxe Edition,PC,,Removed,Jul 2020,Jul 2021,12.20,May 2017,3.14,80,Strategy,
Downwell,PC,,Removed,Aug 2019,Jul 2021,23.47,Oct 2015,3.80,81,Platformer / Shoot 'Em Up,
CrossCode,Xbox / PC,,Removed,Jun 2019,Jul 2021,25.18,May 2015,4.07,86,Role-Playing / Dual-Joystick Shooter / Action-Adventure,
EA Sports UFC,Xbox,,Removed,Nov 2020,Jul 2021,8.09,Jun 2014,6.41,70,Sports / Fighting,
EA Sports UFC 2,Xbox,,Removed,Nov 2020,Jul 2021,8.09,Mar 2016,4.66,76,Sports / Fighting,
Out of the Park Baseball 21,PC,,Removed,Jul 2020,Jun 2021,11.97,Mar 2020,0.28,87,Strategy / Sports / Simulation / Baseball,
SoulCalibur VI,Xbox,,Removed,Jul 2020,Jun 2021,11.97,Oct 2018,1.70,84,Fighting,
MISTOVER,PC,,Removed,Apr 2020,Jun 2021,14.70,Oct 2019,0.50,60,Strategy / Role-Playing,
Battle Chasers: Nightwar,Xbox / PC,Yes,Removed,Jun 2019,Jun 2021,24.72,Oct 2017,1.68,84,Action / Role-Playing,
The Messenger,Xbox / PC,Yes,Removed,Jun 2019,Jun 2021,24.72,Aug 2018,0.78,83,Action / Platformer / Action-Adventure,
Monster Hunter: World,Xbox,Yes,Removed,Apr 2019,Jun 2021,26.43,Jan 2018,1.22,90,Action / Role-Playing,
Marvel vs. Capcom: Infinite,Xbox / PC,Yes,Removed,Apr 2019,Jun 2021,26.99,Sep 2017,1.53,77,Fighting,
Observation,Xbox / PC,Yes,Removed,Jun 2020,Jun 2021,11.67,May 2019,1.10,79,Action-Adventure,
West of Dead,Xbox / PC,Yes,Removed,Jun 2020,Jun 2021,11.90,Jun 2020,0.00,71,Action / Shooter / Dual-Joystick Shooter,
Ace Combat 7: Skies Unknown,Xbox,,Removed,Mar 2020,Jun 2021,14.89,Jan 2019,1.18,79,Flight Simulator,
Night Call,Xbox / PC,Yes,Removed,Jul 2019,Jun 2021,22.98,Jul 2019,0.00,68,Adventure,
Wizard of Legend,Xbox / PC,Yes,Removed,Jun 2019,Jun 2021,24.23,May 2018,1.07,79,Action / Role-Playing,
Assetto Corsa,Xbox,Yes,Removed,Dec 2020,May 2021,5.62,Dec 2014,5.98,63,Driving/Racing / Simulation,
Kingdom Hearts HD I.5 + II.5 ReMix,Xbox,,Removed,Jun 2020,May 2021,11.64,Mar 2017,3.26,88,Action / Role-Playing / Compilation,
Kingdom Hearts HD II.8 Final Chapter Prologue,Xbox,,Removed,Jun 2020,May 2021,11.64,Jan 2017,3.38,82,Action / Role-Playing / Compilation,
Broforce,PC,,Removed,Jun 2019,May 2021,23.74,Oct 2015,3.65,83,Action / Shooter / Platformer,
Void Bastards,Xbox / PC,Yes,Removed,May 2019,May 2021,24.10,May 2019,0.00,75,Action / Strategy,
Surviving Mars,Xbox / PC,Yes,Removed,May 2019,May 2021,24.76,Mar 2018,1.15,76,Strategy / Simulation,
Detention,PC,,Removed,Mar 2021,May 2021,2.07,Jan 2017,4.18,83,Adventure / Puzzle,
Battlefleet Gothic: Armada II,PC,,Removed,Jun 2020,May 2021,11.11,Jan 2019,1.38,77,Real-Time Strategy,
Dungeon of the Endless,Xbox / PC,Yes,Removed,Jun 2020,May 2021,11.11,Oct 2014,5.63,79,Strategy / Role-Playing,
Plebby Quest: The Crusades,PC,,Removed,May 2020,May 2021,11.64,Apr 2020,0.13,84,Strategy / Role-Playing,
Alan Wake,Xbox / PC,,Removed,May 2020,May 2021,11.80,May 2010,10.03,83,Shooter / Action-Adventure,
Final Fantasy IX,Xbox / PC,,Removed,May 2020,May 2021,12.03,Jul 2000,19.87,85,Role-Playing / Card Game,
Hotline Miami,PC,,Removed,Jun 2019,May 2021,23.21,Oct 2012,6.63,85,Action,
FIFA 15,Xbox / PC,,Removed,Nov 2020,May 2021,5.82,Sep 2014,6.14,82,Sports / Soccer,
FIFA 16,Xbox / PC,,Removed,Nov 2020,May 2021,5.82,Sep 2015,5.14,84,Sports / Soccer,
FIFA 17,Xbox / PC,,Removed,Nov 2020,May 2021,5.82,Sep 2016,4.12,84,Sports / Soccer,
FIFA 18,Xbox / PC,,Removed,Nov 2020,May 2021,5.82,Sep 2017,3.12,83,Sports / Soccer,
NBA LIVE 15,Xbox,,Removed,Nov 2020,May 2021,5.82,Oct 2014,6.04,53,Sports / Basketball,
NBA LIVE 18: The One Edition,Xbox,,Removed,Nov 2020,May 2021,5.82,Sep 2017,3.16,72,Sports / Basketball,
Fractured Minds,Xbox,Yes,Removed,May 2020,Apr 2021,11.38,Nov 2019,0.51,86,Adventure,
Endless Legend,PC,,Removed,May 2020,Apr 2021,11.54,Sep 2014,5.66,82,Strategy,
Levelhead,Xbox / PC,Yes,Removed,Apr 2020,Apr 2021,12.00,Apr 2019,1.04,82,Action / Platformer,
Moving Out,Xbox / PC,Yes,Removed,Apr 2020,Apr 2021,12.07,Apr 2020,0.02,78,Action / Simulation,
Thumper,PC,,Removed,Jun 2019,Apr 2021,22.72,Oct 2016,2.66,86,Music/Rhythm,
For The King,Xbox / PC,Yes,Removed,May 2019,Apr 2021,23.70,Feb 2018,1.20,87,Strategy / Role-Playing,
Bomber Crew,Xbox / PC,,Removed,Jul 2018,Apr 2021,33.70,Oct 2017,0.72,75,Strategy,
Madden NFL 15,Xbox,,Removed,Nov 2020,Apr 2021,5.16,Aug 2014,6.21,80,Sports / Football,
Madden NFL 16,Xbox,,Removed,Nov 2020,Apr 2021,5.16,Aug 2015,5.22,84,Sports / Football,
Madden NFL 17,Xbox,,Removed,Nov 2020,Apr 2021,5.16,Aug 2016,4.22,83,Sports / Football,
Madden NFL 18,Xbox,,Removed,Nov 2020,Apr 2021,5.16,Aug 2017,3.21,82,Sports / Football,
Madden NFL 25,Xbox,,Removed,Nov 2020,Apr 2021,5.16,Aug 2013,7.21,73,Sports / Football,
NHL 18,Xbox,,Removed,Nov 2020,Apr 2021,5.16,Sep 2017,3.16,77,Sports / Hockey,
NHL 19,Xbox,,Removed,Nov 2020,Apr 2021,5.16,Sep 2018,2.16,82,Sports / Hockey,
Deliver Us the Moon,Xbox / PC,Yes,Removed,Apr 2020,Apr 2021,11.74,Oct 2019,0.54,75,Action-Adventure,
Gato Roboto,Xbox / PC,Yes,Removed,Apr 2020,Apr 2021,11.80,May 2019,0.90,79,Platformer / Action-Adventure,
Wargroove,Xbox / PC,,Removed,May 2019,Apr 2021,23.47,Feb 2019,0.25,81,Strategy,
HyperDot,Xbox / PC,Yes,Removed,Apr 2020,Mar 2021,11.01,Jan 2020,0.25,73,Action,
Machinarium,PC,,Removed,Apr 2020,Mar 2021,11.44,Oct 2009,10.51,85,Adventure / Puzzle,
Journey to the Savage Planet,Xbox,Yes,Removed,Apr 2020,Mar 2021,11.70,Jan 2020,0.20,76,First-Person Shooter / Action-Adventure,
Apotheon,PC,,Removed,Mar 2021,Mar 2021,0.36,Feb 2015,6.12,78,Action / Platformer,
Mutant Year Zero: Road to Eden,PC,,Removed,Mar 2021,Mar 2021,0.36,Dec 2018,2.29,78,Strategy,
Shift Quantum,PC,,Removed,Mar 2021,Mar 2021,0.36,May 2018,2.81,78,Puzzle / Platformer,
Star Wars Episode I: Racer,PC,,Removed,Mar 2021,Mar 2021,0.36,Apr 1999,21.90,63,Driving/Racing,
Star Wars Galactic Battlegrounds: Saga,PC,,Removed,Mar 2021,Mar 2021,0.36,Nov 2001,19.36,82,Strategy / Simulation / Real-Time Strategy,
Star Wars Jedi Knight: Mysteries of the Sith,PC,,Removed,Mar 2021,Mar 2021,0.36,Feb 1998,23.08,83,Action / First-Person Shooter,
Star Wars Rebellion,PC,,Removed,Mar 2021,Mar 2021,0.36,Feb 1998,23.07,87,Strategy,
Star Wars Rogue Squadron 3D,PC,,Removed,Mar 2021,Mar 2021,0.36,Dec 1998,22.30,76,Action / Shooter,
Star Wars Shadows of the Empire,PC,,Removed,Mar 2021,Mar 2021,0.36,Dec 1996,24.30,78,Action / Adventure / Shooter,
Star Wars Starfighter,PC,,Removed,Mar 2021,Mar 2021,0.36,Feb 2001,20.08,71,Action / Flight Simulator,
Star Wars X-Wing Alliance,PC,,Removed,Mar 2021,Mar 2021,0.36,Feb 1999,22.07,83,Action / Simulation / Shooter,
Star Wars Dark Forces,PC,,Removed,Mar 2021,Mar 2021,0.36,Feb 1995,26.10,75,First-Person Shooter,
Into the Breach,PC,,Removed,Jun 2019,Mar 2021,21.67,Feb 2018,1.28,90,Strategy,
Snake Pass,PC,,Removed,Sep 2018,Mar 2021,30.90,Mar 2017,1.43,74,Puzzle / Platformer,
Hue,PC,,Removed,Sep 2017,Mar 2021,42.90,Aug 2016,1.01,79,Platformer,
Alvastia Chronicles,Xbox / PC,,Removed,Apr 2020,Mar 2021,11.18,Feb 2019,1.16,80,Role-Playing,
Astrologaster,PC,,Removed,Mar 2020,Mar 2021,11.64,May 2019,0.90,74,Adventure,
Kona,Xbox,Yes,Removed,Mar 2020,Mar 2021,11.87,Mar 2016,4.03,71,Adventure,
The Witcher 3: Wild Hunt,Xbox,Yes,Removed,Dec 2019,Mar 2021,14.86,May 2015,4.59,91,Role-Playing / Action-Adventure,
Bloodstained: Ritual of the Night,Xbox / PC,Yes,Removed,Sep 2019,Mar 2021,17.85,Jun 2019,0.25,84,Role-Playing / Platformer / Action-Adventure,
The Jackbox Party Pack 4,Xbox,Yes,Removed,Sep 2020,Feb 2021,5.85,Oct 2017,2.88,84,Trivia/Board Game / Minigame Collection,
Mother Russia Bleeds,PC,,Removed,Mar 2020,Feb 2021,11.87,Sep 2016,3.50,70,Brawler,
Momodora: Reverie Under the Moonlight,Xbox / PC,Yes,Removed,Jun 2019,Feb 2021,20.71,Mar 2016,3.27,77,Platformer,
Shadows of the Damned,Xbox,,Removed,Nov 2020,Feb 2021,3.32,Jun 2011,9.40,76,Shooter,
Ninja Gaiden II,Xbox,,Removed,Feb 2020,Feb 2021,11.87,Jun 2008,11.72,81,Action,
World of Horror (Game Preview),PC,,Removed,Feb 2020,Feb 2021,11.87,Feb 2020,0.00,80,Role-Playing,
de Blob,Xbox,,Removed,Feb 2019,Feb 2021,24.07,Sep 2008,10.40,72,Puzzle / Platformer,
Reigns: Game of Thrones,PC,,Removed,Feb 2020,Jan 2021,11.31,Oct 2018,1.34,84,Simulation,
Death Squared,Xbox,Yes,Removed,Feb 2020,Jan 2021,11.54,Mar 2017,2.92,80,Strategy / Puzzle / Platformer,
Death's Gambit,PC,,Removed,Feb 2020,Jan 2021,11.54,Aug 2018,1.50,71,Action / Role-Playing,
Final Fantasy XV,Xbox / PC,,Removed,Feb 2020,Jan 2021,11.77,Nov 2016,3.19,83,Action / Role-Playing / Action-Adventure,
Fishing Sim World: Pro Tour,Xbox / PC,Yes,Removed,Jan 2020,Jan 2021,12.00,Sep 2018,1.37,70,Fishing,
Sea Salt,Xbox / PC,Yes,Removed,Jan 2020,Jan 2021,12.00,Oct 2019,0.29,68,Action / Strategy / Action-Adventure,
Indivisible,Xbox / PC,Yes,Removed,Jan 2020,Jan 2021,12.23,Oct 2019,0.29,82,Action / Role-Playing,
Tekken 7,Xbox,,Removed,Jan 2020,Jan 2021,12.00,Mar 2015,4.84,81,Fighting,
Sword Art Online: Fatal Bullet,Xbox,,Removed,Jan 2020,Jan 2021,12.23,Feb 2018,1.92,72,Action / Role-Playing / Shooter,
FTL: Faster Than Light,PC,,Removed,Jan 2020,Jan 2021,12.30,Sep 2012,7.32,84,Strategy / Role-Playing,
Football Manager 2020,PC,,Removed,Apr 2020,Dec 2020,8.68,Nov 2019,0.39,84,Sports / Simulation / Soccer,
Farming Simulator 17,Xbox / PC,Yes,Removed,Jan 2019,Dec 2020,23.90,Oct 2016,2.19,65,Simulation,
Mortal Kombat X,Xbox,Yes,Removed,Dec 2018,Dec 2020,24.79,Apr 2015,3.65,86,Fighting,
Infinifactory,PC,,Removed,Dec 2019,Dec 2020,11.90,Jun 2015,4.47,85,Puzzle,
Untitled Goose Game,Xbox,Yes,Removed,Dec 2019,Dec 2020,11.97,Sep 2019,0.24,81,Action,
Pathologic 2,Xbox / PC,Yes,Removed,Dec 2019,Dec 2020,12.13,May 2019,0.56,67,Adventure / Role-Playing,
Ticket to Ride,Xbox / PC,,Removed,Dec 2019,Dec 2020,12.20,Jun 2008,11.47,70,Strategy / Trivia/Board Game,
Naruto to Boruto: Shinobi Striker,Xbox,,Removed,Dec 2019,Dec 2020,12.36,Aug 2018,1.26,60,Fighting,
Age of Wonders: Planetfall,Xbox / PC,Yes,Removed,Nov 2019,Dec 2020,13.05,Aug 2019,0.27,85,Strategy,
The Turing Test,Xbox / PC,Yes,Removed,Jun 2019,Dec 2020,18.25,Aug 2016,2.81,80,Puzzle,
MudRunner,Xbox / PC,Yes,Removed,Dec 2018,Dec 2020,24.10,Oct 2017,1.12,72,Driving/Racing / Simulation,
Metro: Last Light Redux,PC,,Removed,Sep 2017,Dec 2020,39.48,Aug 2014,3.02,88,Adventure,
eFootball PES 2020,Xbox,,Removed,Dec 2019,Dec 2020,12.00,Sep 2019,0.25,82,Soccer,
Demon's Tilt,Xbox / PC,Yes,Removed,Dec 2019,Dec 2020,11.87,Jan 2019,0.87,70,Pinball,
Faeria,PC,,Removed,Dec 2019,Dec 2020,11.90,Feb 2016,3.77,81,Strategy / Card Game,
Wandersong,Xbox / PC,Yes,Removed,Dec 2019,Dec 2020,11.87,Sep 2018,1.19,82,Adventure,
Absolver,Xbox,Yes,Removed,Jan 2019,Dec 2020,22.95,Aug 2017,1.35,62,Action / Role-Playing,
Hatoful Boyfriend,PC,,Removed,Jun 2019,Dec 2020,17.79,Jul 2011,7.86,68,Adventure / Text Adventure,
Mutant Year Zero: Road to Eden,Xbox / PC,Yes,Removed,Dec 2018,Dec 2020,23.93,Dec 2018,0.00,80,Strategy,
Dead Island: Definitive Edition,Xbox,Yes,Removed,Jul 2017,Dec 2020,41.06,May 2016,1.08,67,Adventure,
Darksiders III,Xbox / PC,Yes,Removed,Nov 2019,Nov 2020,11.87,Nov 2018,0.98,69,Action / Role-Playing / Action-Adventure,
Munchkin: Quacked Quest,Xbox / PC,Yes,Removed,Nov 2019,Nov 2020,11.87,Nov 2019,0.01,40,Action,
Tracks: The Train Set Game,Xbox / PC,Yes,Removed,Nov 2019,Nov 2020,12.07,Sep 2017,2.13,69,Simulation,
The Talos Principle,Xbox / PC,Yes,Removed,Nov 2019,Nov 2020,12.10,Dec 2014,4.93,72,Adventure / Puzzle,
The Lord of the Rings: Adventure Card Game,Xbox / PC,Yes,Removed,Nov 2019,Oct 2020,11.87,Aug 2018,1.19,60,Card Game,
Lego Star Wars III: The Clone Wars,Xbox,,Removed,Oct 2019,Oct 2020,12.03,Mar 2011,8.62,75,Action / Platformer,
Afterparty,Xbox,Yes,Removed,Oct 2019,Oct 2020,12.10,Oct 2019,0.00,73,Adventure,
The Red Strings Club,PC,,Removed,Sep 2019,Oct 2020,13.15,Jan 2018,1.68,80,Adventure,
Rise & Shine,Xbox,Yes,Removed,Nov 2018,Oct 2020,24.00,May 2017,1.49,66,MMORPG,
State of Mind,PC,,Removed,Oct 2019,Oct 2020,11.74,Aug 2018,1.19,69,Adventure,
Tacoma,PC,Yes,Removed,May 2019,Oct 2020,17.79,Aug 2017,1.77,79,Adventure,M
Minit,Xbox / PC,Yes,Removed,Oct 2019,Oct 2020,11.80,Apr 2018,1.55,74,Action-Adventure,
Felix the Reaper,Xbox / PC,Yes,Removed,Oct 2019,Oct 2020,11.97,Oct 2019,0.00,69,Puzzle,
Metro 2033 Redux,Xbox / PC,Yes,Removed,Oct 2018,Oct 2020,24.49,Aug 2014,4.10,84,Compilation / First-Person Shooter,
Saints Row IV: Re-Elected,PC,,Removed,Jun 2017,Oct 2020,40.50,Aug 2013,3.78,73,Shooter / Action-Adventure,
Panzer Dragoon Orta,Xbox,,Removed,Oct 2019,Sep 2020,12.00,Jan 2003,16.72,90,Action / Shooter,
Bad North: Jotunn Edition,Xbox / PC,,Removed,Sep 2019,Sep 2020,12.16,Aug 2018,1.10,65,Real-Time Strategy,
Westerado: Double Barreled,Xbox,,Removed,Oct 2018,Sep 2020,24.00,Apr 2015,3.46,80,Action-Adventure,
Rocket League,Xbox,,Removed,Jul 2018,Sep 2020,26.43,Jul 2015,3.01,87,Driving/Racing / Vehicular Combat / Soccer,
NBA 2K20,Xbox,,Removed,Mar 2020,Sep 2020,6.38,Sep 2019,0.50,80,Sports / Basketball,
Jump Force,Xbox,,Removed,Sep 2019,Sep 2020,11.90,Feb 2019,0.60,61,Fighting,
GoNNER: Blueberry Edition,Xbox / PC,,Removed,Sep 2019,Sep 2020,12.13,Feb 2018,1.54,60,Simulation / Music/Rhythm,
Red Dead Redemption II,Xbox,,Removed,May 2020,Sep 2020,4.04,Oct 2018,1.53,97,Action / Action-Adventure,
The Jackbox Party Pack 3,Xbox,,Removed,Feb 2020,Aug 2020,6.12,Oct 2016,3.36,80,Trivia/Board Game / Minigame Collection,
Creature in the Well,Xbox / PC,,Removed,Sep 2019,Aug 2020,11.84,Sep 2019,0.00,78,Pinball / Action-Adventure,
Metal Gear Solid HD Edition: 2 & 3,Xbox,,Removed,Sep 2019,Aug 2020,11.87,Nov 2011,7.83,90,Action-Adventure,
Giana Sisters: Twisted Dreams - Director's Cut,Xbox,,Removed,Sep 2018,Aug 2020,24.00,Oct 2012,5.86,80,Platformer,
Kingdom Come: Deliverance,Xbox / PC,,Removed,Aug 2019,Aug 2020,11.87,Feb 2018,1.52,68,Action / Role-Playing,
Devil May Cry 5,Xbox,,Removed,Aug 2019,Aug 2020,12.23,Mar 2019,0.45,87,Action,
Space Hulk: Tactics,PC,,Removed,Aug 2019,Aug 2020,12.23,Oct 2018,0.83,73,Strategy,
Where The Water Tastes Like Wine,PC,,Removed,Aug 2019,Aug 2020,12.23,Feb 2018,1.44,74,Adventure,
F1 2018,Xbox / PC,,Removed,Mar 2019,Aug 2020,16.64,Aug 2018,0.55,84,Driving/Racing,
Ashes Cricket,Xbox,,Removed,Aug 2019,Jul 2020,12.00,Dec 2017,1.62,79,Sports,
The Banner Saga 3,Xbox / PC,,Removed,Jul 2019,Jul 2020,12.46,Jul 2018,0.98,88,Strategy,
RiME,Xbox / PC,,Removed,Feb 2018,Jul 2020,29.95,May 2017,0.69,82,Adventure / Puzzle / Platformer,
Blazing Chrome,Xbox / PC,,Removed,Jul 2019,Jul 2020,12.16,Jul 2019,0.00,82,Action,
Dead Rising 4,Xbox / PC,,Removed,Jul 2019,Jul 2020,12.16,Dec 2016,2.59,72,Action-Adventure,
Metal Gear Solid V: The Phantom Pain,Xbox,,Removed,Jul 2019,Jul 2020,11.93,Sep 2015,3.88,95,Shooter / Action-Adventure,
Timespinner,Xbox / PC,,Removed,Jul 2019,Jul 2020,12.16,Sep 2018,0.79,74,Platformer / Action-Adventure,
Unavowed,PC,,Removed,Jul 2019,Jul 2020,12.16,Aug 2018,0.92,87,Action / Role-Playing,
Battlefleet Gothic: Armada,PC,,Removed,Jun 2019,Jun 2020,12.72,Apr 2016,3.13,77,Strategy / Real-Time Strategy,
ACA NeoGeo Metal Slug X,Xbox / PC,,Removed,Jun 2019,Jun 2020,12.72,Mar 1999,20.24,61,Shooter,
Metro Exodus,Xbox / PC,,Removed,Jun 2019,Jun 2020,12.72,Feb 2019,0.31,82,First-Person Shooter,
Neon Chrome,Xbox / PC,,Removed,Jun 2019,Jun 2020,12.72,Apr 2016,3.12,72,Action / Shooter / Dual-Joystick Shooter,
Shadow Tactics: Blades of the Shogun,Xbox,,Removed,Jun 2019,Jun 2020,12.72,Dec 2016,2.51,85,Strategy / Real-Time Strategy,
SteamWorld Dig 2,Xbox / PC,,Removed,Jun 2019,Jun 2020,12.72,Sep 2017,1.72,85,Platformer / Action-Adventure,
Life is Strange 2,Xbox,,Removed,Jan 2019,Jun 2020,17.88,Sep 2018,0.27,75,Adventure,
Die for Valhalla!,PC,,Removed,May 2018,Jun 2020,25.08,May 2018,0.00,70,Brawler / Action-Adventure,
The Flame in the Flood,Xbox / PC,,Removed,Jul 2017,Jun 2020,36.00,Feb 2016,1.35,74,Adventure,
Book of Demons,PC,,Removed,Jun 2019,Jun 2020,12.23,Dec 2018,0.49,73,Action / Role-Playing,
Everspace,Xbox / PC,,Removed,Jun 2019,Jun 2020,12.23,Sep 2016,2.73,84,Action / Shooter,
Resident Evil: Revelations,Xbox,,Removed,Jun 2019,Jun 2020,11.87,Jan 2012,7.40,78,Shooter / Action-Adventure,
Riverbond,Xbox / PC,,Removed,Jun 2019,Jun 2020,12.23,Jun 2019,0.00,67,Action-Adventure,
Samorost 3,PC,,Removed,Jun 2019,Jun 2020,12.23,Mar 2016,3.21,80,Adventure,
Supermarket Shriek,Xbox / PC,,Removed,Jun 2019,Jun 2020,12.23,Jun 2019,0.00,76,Driving/Racing,
The Last Door: Season 2 - Collector's Edition,PC,,Removed,Jun 2019,Jun 2020,12.23,Mar 2016,3.20,85,Adventure,
The Stillness of the Wind,PC,,Removed,Jun 2019,Jun 2020,12.23,Feb 2019,0.33,76,Adventure,
Riptide GP: Renegade,Xbox / PC,,Removed,Feb 2018,Jun 2020,28.44,Jul 2016,1.52,75,Driving/Racing,
Old Man's Journey,Xbox / PC,,Removed,Jun 2019,May 2020,11.74,May 2017,2.06,76,Adventure / Puzzle,
Opus Magnum,PC,,Removed,Jun 2019,May 2020,11.74,Dec 2017,1.50,90,Puzzle,
Hydro Thunder: Hurricane,Xbox / PC,,Removed,Jun 2018,May 2020,24.00,Jul 2010,7.85,75,Driving/Racing,
#IDARB,Xbox,,Removed,Jun 2017,May 2020,36.00,Jan 2015,2.42,77,Adventure,
Brothers: A Tale of Two Sons,Xbox / PC,,Removed,Jun 2017,May 2020,36.00,Aug 2013,3.82,81,Adventure / Puzzle,
The King of Fighters '98 Ultimate Match (KOF98UM),Xbox,,Removed,Jun 2017,May 2020,36.00,Mar 2008,9.21,73,Action / Fighting,
The Lego Ninjago Movie Video Game,Xbox,,Removed,Nov 2019,May 2020,6.02,Sep 2017,2.15,76,Action / Action-Adventure,
Imperator: Rome,PC,,Removed,Jun 2019,May 2020,11.21,Apr 2019,0.12,76,Strategy,
West of Loathing,PC,,Removed,Jun 2019,May 2020,11.21,Aug 2017,1.83,87,Adventure / Role-Playing,
Metal Gear Survive,Xbox,,Removed,May 2019,May 2020,11.77,Feb 2018,1.25,62,Shooter,
The Banner Saga,Xbox / PC,,Removed,May 2019,May 2020,11.77,Jan 2014,5.36,76,Strategy / Role-Playing,
Mega Man Legacy Collection 2,Xbox,,Removed,Jun 2018,May 2020,23.47,Aug 2017,0.81,72,Compilation / Platformer,
Rise of the Tomb Raider,PC,,Removed,Mar 2018,May 2020,26.50,Nov 2015,2.31,86,Shooter / Action-Adventure,
Silence: The Whispered World 2,Xbox,,Removed,Jun 2019,Apr 2020,10.72,Apr 2010,9.13,66,Adventure / Puzzle,
Smoke and Sacrifice,Xbox / PC,,Removed,Jun 2019,Apr 2020,10.72,May 2018,1.02,68,Action / Role-Playing,
Full Metal Furies,Xbox / PC,,Removed,Jun 2019,Apr 2020,10.82,Jan 2018,1.38,80,Role-Playing / Brawler / Action-Adventure,
The Banner Saga 2,Xbox / PC,,Removed,Jun 2019,Apr 2020,10.82,Apr 2016,3.13,84,Strategy,
RUINER,Xbox / PC,,Removed,Aug 2018,Apr 2020,20.98,Sep 2017,0.85,77,Action / Shooter,
Braid,Xbox,,Removed,Jun 2017,Apr 2020,34.98,Aug 2008,8.82,93,Puzzle / Platformer,
Metal Slug 3,Xbox,,Removed,Jun 2017,Apr 2020,34.98,Jun 2000,17.01,76,Action / Shooter,
The Book of Unwritten Tales 2,Xbox,,Removed,Jun 2017,Apr 2020,34.49,Feb 2015,2.28,79,Adventure,
FEZ,PC,,Removed,Jun 2019,Apr 2020,9.76,Apr 2012,7.16,91,Puzzle / Platformer,
Valkyria Chronicles,PC,,Removed,Jun 2019,Apr 2020,9.76,Apr 2008,11.14,85,Strategy / Role-Playing,
Guacamelee! Super Turbo Championship Edition,Xbox,,Removed,Jul 2017,Apr 2020,33.04,Jul 2014,3.00,88,Brawler / Platformer / Action-Adventure,
MX vs. ATV: Reflex,Xbox,,Removed,Jun 2017,Apr 2020,34.03,Dec 2009,7.50,75,Driving/Racing,
Samurai Shodown II,Xbox,,Removed,Jun 2017,Apr 2020,34.03,Oct 1994,22.61,73,Action,
LEGO Worlds,Xbox,,Removed,Sep 2019,Mar 2020,5.16,Mar 2017,2.56,69,Action-Adventure,
Apocalipsis,PC,,Removed,Jun 2019,Mar 2020,8.75,Feb 2018,1.28,73,Adventure / Puzzle,
Battle Chef Brigade,PC,,Removed,Jun 2019,Mar 2020,8.75,Nov 2017,1.55,80,Action / Simulation,
Borderlands 2,Xbox,,Removed,Jun 2019,Mar 2020,8.75,Sep 2012,6.73,80,Role-Playing / First-Person Shooter,
Borderlands: The Pre-Sequel!,Xbox,,Removed,Jun 2019,Mar 2020,8.75,Oct 2014,4.65,80,Role-Playing / First-Person Shooter,
Kingsway,PC,,Removed,Jun 2019,Mar 2020,8.75,Jul 2017,1.89,80,Role-Playing,
Lichtspeer: Double Speer Edition,Xbox / PC,,Removed,Jun 2019,Mar 2020,8.75,Sep 2016,2.70,69,Sports,
